date,store_id,sku_id,units_sold,is_promo,promo_multiplier,is_holiday
2022-06-09,STORE_1,SKU_01,259,0,1.0,0
2022-06-10,STORE_1,SKU_01,158,0,1.0,0
2022-06-11,STORE_1,SKU_01,254,0,1.0,0
2022-06-12,STORE_1,SKU_01,315,1,1.15,0
2022-06-13,STORE_1,SKU_01,58,0,1.0,0
2022-06-14,STORE_1,SKU_01,109,1,1.05,0
2022-06-15,STORE_1,SKU_01,98,0,1.0,0
2022-06-16,STORE_1,SKU_01,260,1,1.2,0
2022-06-17,STORE_1,SKU_01,53,0,1.0,0
2022-06-18,STORE_1,SKU_01,31,1,1.15,0
2022-06-19,STORE_1,SKU_01,253,0,1.0,1
2022-06-20,STORE_1,SKU_01,205,0,1.0,0
2022-06-21,STORE_1,SKU_01,191,1,1.0,0
2022-06-22,STORE_1,SKU_01,238,1,1.05,0
2022-06-23,STORE_1,SKU_01,268,0,1.0,0
2022-06-24,STORE_1,SKU_01,95,1,1.2,0
2022-06-25,STORE_1,SKU_01,202,1,1.05,0
2022-06-26,STORE_1,SKU_01,8,1,1.05,0
2022-06-27,STORE_1,SKU_01,48,0,1.0,0
2022-06-28,STORE_1,SKU_01,256,0,1.0,0
2022-06-29,STORE_1,SKU_01,22,1,1.0,0
2022-06-30,STORE_1,SKU_01,151,0,1.0,0
2022-07-01,STORE_1,SKU_01,35,0,1.0,0
2022-07-02,STORE_1,SKU_01,8,0,1.0,0
2022-07-03,STORE_1,SKU_01,92,1,1.0,0
2022-07-04,STORE_1,SKU_01,143,1,1.15,1
2022-07-05,STORE_1,SKU_01,75,1,1.1,0
2022-07-06,STORE_1,SKU_01,4,1,1.2,0
2022-07-07,STORE_1,SKU_01,70,0,1.0,0
2022-07-08,STORE_1,SKU_01,118,1,1.05,0
2022-07-09,STORE_1,SKU_01,6,0,1.0,0
2022-07-10,STORE_1,SKU_01,56,0,1.0,0
2022-07-11,STORE_1,SKU_01,310,0,1.0,0
2022-07-12,STORE_1,SKU_01,87,0,1.0,0
2022-07-13,STORE_1,SKU_01,194,1,1.15,0
2022-07-14,STORE_1,SKU_01,374,0,1.0,0
2022-07-15,STORE_1,SKU_01,63,1,1.15,0
2022-07-16,STORE_1,SKU_01,39,1,1.0,0
2022-07-17,STORE_1,SKU_01,12,1,1.2,0
2022-07-18,STORE_1,SKU_01,42,0,1.0,0
2022-07-19,STORE_1,SKU_01,179,1,1.1,0
2022-07-20,STORE_1,SKU_01,114,1,1.0,0
2022-07-21,STORE_1,SKU_01,183,0,1.0,0
2022-07-22,STORE_1,SKU_01,88,0,1.0,0
2022-07-23,STORE_1,SKU_01,236,0,1.0,0
2022-07-24,STORE_1,SKU_01,292,1,1.15,0
2022-07-25,STORE_1,SKU_01,34,1,1.2,0
2022-07-26,STORE_1,SKU_01,153,1,1.1,0
2022-07-27,STORE_1,SKU_01,266,1,1.15,0
2022-07-28,STORE_1,SKU_01,312,1,1.15,0
2022-07-29,STORE_1,SKU_01,177,0,1.0,0
2022-07-30,STORE_1,SKU_01,202,0,1.0,0
2022-07-31,STORE_1,SKU_01,322,0,1.0,0
2022-08-01,STORE_1,SKU_01,67,1,1.15,0
2022-08-02,STORE_1,SKU_01,141,0,1.0,0
2022-08-03,STORE_1,SKU_01,224,1,1.2,0
2022-08-04,STORE_1,SKU_01,276,0,1.0,0
2022-08-05,STORE_1,SKU_01,27,1,1.1,0
2022-08-06,STORE_1,SKU_01,229,0,1.0,0
2022-08-07,STORE_1,SKU_01,244,0,1.0,0
2022-08-08,STORE_1,SKU_01,46,0,1.0,0
2022-08-09,STORE_1,SKU_01,208,0,1.0,0
2022-08-10,STORE_1,SKU_01,16,1,1.05,0
2022-08-11,STORE_1,SKU_01,178,0,1.0,0
2022-08-12,STORE_1,SKU_01,153,1,1.15,0
2022-08-13,STORE_1,SKU_01,71,1,1.1,0
2022-08-14,STORE_1,SKU_01,344,0,1.0,0
2022-08-15,STORE_1,SKU_01,156,0,1.0,0
2022-08-16,STORE_1,SKU_01,129,1,1.05,0
2022-08-17,STORE_1,SKU_01,248,1,1.1,0
2022-08-18,STORE_1,SKU_01,4,1,1.05,0
2022-08-19,STORE_1,SKU_01,178,0,1.0,0
2022-08-20,STORE_1,SKU_01,376,1,1.05,0
2022-08-21,STORE_1,SKU_01,176,0,1.0,0
2022-08-22,STORE_1,SKU_01,74,0,1.0,0
2022-08-23,STORE_1,SKU_01,227,0,1.0,0
2022-08-24,STORE_1,SKU_01,42,1,1.05,0
2022-08-25,STORE_1,SKU_01,63,1,1.05,0
2022-08-26,STORE_1,SKU_01,165,1,1.05,0
2022-08-27,STORE_1,SKU_01,225,1,1.05,0
2022-08-28,STORE_1,SKU_01,11,1,1.05,0
2022-08-29,STORE_1,SKU_01,180,0,1.0,0
2022-08-30,STORE_1,SKU_01,164,0,1.0,0
2022-08-31,STORE_1,SKU_01,204,0,1.0,0
2022-09-01,STORE_1,SKU_01,17,1,1.15,0
2022-09-02,STORE_1,SKU_01,155,0,1.0,0
2022-09-03,STORE_1,SKU_01,153,0,1.0,0
2022-09-04,STORE_1,SKU_01,59,0,1.0,0
2022-09-05,STORE_1,SKU_01,64,0,1.0,1
2022-09-06,STORE_1,SKU_01,365,0,1.0,0
2022-09-07,STORE_1,SKU_01,71,1,1.1,0
2022-09-08,STORE_1,SKU_01,48,1,1.2,0
2022-09-09,STORE_1,SKU_01,0,1,1.2,0
2022-09-10,STORE_1,SKU_01,228,0,1.0,0
2022-09-11,STORE_1,SKU_01,276,0,1.0,0
2022-09-12,STORE_1,SKU_01,351,1,1.2,0
2022-09-13,STORE_1,SKU_01,461,1,1.2,0
2022-09-14,STORE_1,SKU_01,89,0,1.0,0
2022-09-15,STORE_1,SKU_01,380,1,1.15,0
2022-09-16,STORE_1,SKU_01,64,1,1.2,0
2022-09-17,STORE_1,SKU_01,183,0,1.0,0
2022-09-18,STORE_1,SKU_01,46,1,1.15,0
2022-09-19,STORE_1,SKU_01,277,1,1.1,0
2022-09-20,STORE_1,SKU_01,138,1,1.1,0
2022-09-21,STORE_1,SKU_01,83,1,1.1,0
2022-09-22,STORE_1,SKU_01,150,1,1.2,0
2022-09-23,STORE_1,SKU_01,31,1,1.2,0
2022-09-24,STORE_1,SKU_01,148,1,1.0,0
2022-09-25,STORE_1,SKU_01,263,1,1.1,0
2022-09-26,STORE_1,SKU_01,248,1,1.15,0
2022-09-27,STORE_1,SKU_01,41,0,1.0,0
2022-09-28,STORE_1,SKU_01,36,1,1.05,0
2022-09-29,STORE_1,SKU_01,108,1,1.0,0
2022-09-30,STORE_1,SKU_01,59,1,1.1,0
2022-10-01,STORE_1,SKU_01,201,0,1.0,0
2022-10-02,STORE_1,SKU_01,336,0,1.0,0
2022-10-03,STORE_1,SKU_01,125,1,1.05,0
2022-10-04,STORE_1,SKU_01,17,0,1.0,0
2022-10-05,STORE_1,SKU_01,25,1,1.1,0
2022-10-06,STORE_1,SKU_01,39,0,1.0,0
2022-10-07,STORE_1,SKU_01,322,1,1.1,0
2022-10-08,STORE_1,SKU_01,169,0,1.0,0
2022-10-09,STORE_1,SKU_01,52,0,1.0,0
2022-10-10,STORE_1,SKU_01,300,1,1.0,1
2022-10-11,STORE_1,SKU_01,12,1,1.1,0
2022-10-12,STORE_1,SKU_01,315,0,1.0,0
2022-10-13,STORE_1,SKU_01,9,0,1.0,0
2022-10-14,STORE_1,SKU_01,317,1,1.0,0
2022-10-15,STORE_1,SKU_01,57,1,1.1,0
2022-10-16,STORE_1,SKU_01,113,1,1.15,0
2022-10-17,STORE_1,SKU_01,353,0,1.0,0
2022-10-18,STORE_1,SKU_01,274,1,1.1,0
2022-10-19,STORE_1,SKU_01,50,0,1.0,0
2022-10-20,STORE_1,SKU_01,116,1,1.05,0
2022-10-21,STORE_1,SKU_01,37,1,1.0,0
2022-10-22,STORE_1,SKU_01,39,0,1.0,0
2022-10-23,STORE_1,SKU_01,136,0,1.0,0
2022-10-24,STORE_1,SKU_01,295,0,1.0,0
2022-10-25,STORE_1,SKU_01,37,1,1.1,0
2022-10-26,STORE_1,SKU_01,39,0,1.0,0
2022-10-27,STORE_1,SKU_01,248,0,1.0,0
2022-10-28,STORE_1,SKU_01,203,0,1.0,0
2022-10-29,STORE_1,SKU_01,97,1,1.15,0
2022-10-30,STORE_1,SKU_01,70,0,1.0,0
2022-10-31,STORE_1,SKU_01,14,1,1.05,0
2022-11-01,STORE_1,SKU_01,171,1,1.15,0
2022-11-02,STORE_1,SKU_01,136,1,1.05,0
2022-11-03,STORE_1,SKU_01,179,0,1.0,0
2022-11-04,STORE_1,SKU_01,161,1,1.1,0
2022-11-05,STORE_1,SKU_01,305,0,1.0,0
2022-11-06,STORE_1,SKU_01,171,0,1.0,0
2022-11-07,STORE_1,SKU_01,112,1,1.05,0
2022-11-08,STORE_1,SKU_01,139,1,1.15,0
2022-11-09,STORE_1,SKU_01,105,0,1.0,0
2022-11-10,STORE_1,SKU_01,30,0,1.0,0
2022-11-11,STORE_1,SKU_01,77,0,1.0,1
2022-11-12,STORE_1,SKU_01,123,0,1.0,0
2022-11-13,STORE_1,SKU_01,79,0,1.0,0
2022-11-14,STORE_1,SKU_01,8,1,1.0,0
2022-11-15,STORE_1,SKU_01,24,0,1.0,0
2022-11-16,STORE_1,SKU_01,137,0,1.0,0
2022-11-17,STORE_1,SKU_01,10,0,1.0,0
2022-11-18,STORE_1,SKU_01,107,0,1.0,0
2022-11-19,STORE_1,SKU_01,156,1,1.05,0
2022-11-20,STORE_1,SKU_01,239,1,1.1,0
2022-11-21,STORE_1,SKU_01,16,1,1.0,0
2022-11-22,STORE_1,SKU_01,63,0,1.0,0
2022-11-23,STORE_1,SKU_01,149,1,1.0,0
2022-11-24,STORE_1,SKU_01,108,1,1.05,1
2022-11-25,STORE_1,SKU_01,268,1,1.15,1
2022-11-26,STORE_1,SKU_01,72,0,1.0,0
2022-11-27,STORE_1,SKU_01,123,0,1.0,0
2022-11-28,STORE_1,SKU_01,10,0,1.0,0
2022-11-29,STORE_1,SKU_01,18,1,1.15,0
2022-11-30,STORE_1,SKU_01,381,1,1.15,0
2022-12-01,STORE_1,SKU_01,191,0,1.0,0
2022-12-02,STORE_1,SKU_01,289,1,1.1,0
2022-12-03,STORE_1,SKU_01,7,0,1.0,0
2022-12-04,STORE_1,SKU_01,350,0,1.0,0
2022-12-05,STORE_1,SKU_01,6,1,1.1,0
2022-12-06,STORE_1,SKU_01,177,1,1.1,0
2022-12-07,STORE_1,SKU_01,90,0,1.0,0
2022-12-08,STORE_1,SKU_01,281,1,1.2,0
2022-12-09,STORE_1,SKU_01,311,0,1.0,0
2022-12-10,STORE_1,SKU_01,80,0,1.0,0
2022-12-11,STORE_1,SKU_01,15,1,1.2,0
2022-12-12,STORE_1,SKU_01,27,1,1.15,0
2022-12-13,STORE_1,SKU_01,41,1,1.15,0
2022-12-14,STORE_1,SKU_01,94,0,1.0,0
2022-12-15,STORE_1,SKU_01,114,1,1.0,0
2022-12-16,STORE_1,SKU_01,301,0,1.0,0
2022-12-17,STORE_1,SKU_01,107,1,1.0,0
2022-12-18,STORE_1,SKU_01,72,0,1.0,0
2022-12-19,STORE_1,SKU_01,43,0,1.0,0
2022-12-20,STORE_1,SKU_01,102,0,1.0,0
2022-12-21,STORE_1,SKU_01,167,1,1.1,0
2022-12-22,STORE_1,SKU_01,279,1,1.2,0
2022-12-23,STORE_1,SKU_01,77,1,1.2,0
2022-12-24,STORE_1,SKU_01,40,0,1.0,0
2022-12-25,STORE_1,SKU_01,86,1,1.1,1
2022-12-26,STORE_1,SKU_01,51,1,1.05,0
2022-12-27,STORE_1,SKU_01,164,0,1.0,0
2022-12-28,STORE_1,SKU_01,48,0,1.0,0
2022-12-29,STORE_1,SKU_01,28,0,1.0,0
2022-12-30,STORE_1,SKU_01,83,0,1.0,0
2022-12-31,STORE_1,SKU_01,378,0,1.0,0
2023-01-01,STORE_1,SKU_01,182,1,1.1,1
2023-01-02,STORE_1,SKU_01,79,0,1.0,0
2023-01-03,STORE_1,SKU_01,236,0,1.0,0
2023-01-04,STORE_1,SKU_01,270,1,1.0,0
2023-01-05,STORE_1,SKU_01,136,1,1.15,0
2023-01-06,STORE_1,SKU_01,14,1,1.2,0
2023-01-07,STORE_1,SKU_01,33,1,1.15,0
2023-01-08,STORE_1,SKU_01,58,0,1.0,0
2023-01-09,STORE_1,SKU_01,46,0,1.0,0
2023-01-10,STORE_1,SKU_01,27,1,1.05,0
2023-01-11,STORE_1,SKU_01,259,0,1.0,0
2023-01-12,STORE_1,SKU_01,25,0,1.0,0
2023-01-13,STORE_1,SKU_01,86,1,1.2,0
2023-01-14,STORE_1,SKU_01,54,0,1.0,0
2023-01-15,STORE_1,SKU_01,377,1,1.15,0
2023-01-16,STORE_1,SKU_01,156,0,1.0,1
2023-01-17,STORE_1,SKU_01,38,0,1.0,0
2023-01-18,STORE_1,SKU_01,137,0,1.0,0
2023-01-19,STORE_1,SKU_01,82,1,1.0,0
2023-01-20,STORE_1,SKU_01,168,1,1.1,0
2023-01-21,STORE_1,SKU_01,63,0,1.0,0
2023-01-22,STORE_1,SKU_01,125,1,1.15,0
2023-01-23,STORE_1,SKU_01,69,0,1.0,0
2023-01-24,STORE_1,SKU_01,407,1,1.15,0
2023-01-25,STORE_1,SKU_01,3,0,1.0,0
2023-01-26,STORE_1,SKU_01,167,1,1.2,0
2023-01-27,STORE_1,SKU_01,88,1,1.05,0
2023-01-28,STORE_1,SKU_01,106,0,1.0,0
2023-01-29,STORE_1,SKU_01,221,0,1.0,0
2023-01-30,STORE_1,SKU_01,65,1,1.15,0
2023-01-31,STORE_1,SKU_01,186,1,1.15,0
2023-02-01,STORE_1,SKU_01,91,1,1.1,0
2023-02-02,STORE_1,SKU_01,169,1,1.0,0
2023-02-03,STORE_1,SKU_01,120,0,1.0,0
2023-02-04,STORE_1,SKU_01,30,1,1.15,0
2023-02-05,STORE_1,SKU_01,64,1,1.05,0
2023-02-06,STORE_1,SKU_01,199,0,1.0,0
2023-02-07,STORE_1,SKU_01,151,0,1.0,0
2023-02-08,STORE_1,SKU_01,145,0,1.0,0
2023-02-09,STORE_1,SKU_01,245,0,1.0,0
2023-02-10,STORE_1,SKU_01,130,1,1.15,0
2023-02-11,STORE_1,SKU_01,354,0,1.0,0
2023-02-12,STORE_1,SKU_01,336,1,1.0,0
2023-02-13,STORE_1,SKU_01,341,1,1.2,0
2023-02-14,STORE_1,SKU_01,122,0,1.0,0
2023-02-15,STORE_1,SKU_01,246,0,1.0,0
2023-02-16,STORE_1,SKU_01,169,0,1.0,0
2023-02-17,STORE_1,SKU_01,173,0,1.0,0
2023-02-18,STORE_1,SKU_01,74,1,1.2,0
2023-02-19,STORE_1,SKU_01,23,0,1.0,0
2023-02-20,STORE_1,SKU_01,86,0,1.0,1
2023-02-21,STORE_1,SKU_01,85,0,1.0,0
2023-02-22,STORE_1,SKU_01,87,1,1.1,0
2023-02-23,STORE_1,SKU_01,237,1,1.15,0
2023-02-24,STORE_1,SKU_01,62,0,1.0,0
2023-02-25,STORE_1,SKU_01,82,1,1.1,0
2023-02-26,STORE_1,SKU_01,247,1,1.05,0
2023-02-27,STORE_1,SKU_01,63,0,1.0,0
2023-02-28,STORE_1,SKU_01,265,1,1.05,0
2023-03-01,STORE_1,SKU_01,24,1,1.2,0
2023-03-02,STORE_1,SKU_01,177,1,1.1,0
2023-03-03,STORE_1,SKU_01,269,1,1.1,0
2023-03-04,STORE_1,SKU_01,168,0,1.0,0
2023-03-05,STORE_1,SKU_01,153,1,1.05,0
2023-03-06,STORE_1,SKU_01,441,0,1.0,0
2023-03-07,STORE_1,SKU_01,35,1,1.2,0
2023-03-08,STORE_1,SKU_01,261,0,1.0,0
2023-03-09,STORE_1,SKU_01,18,0,1.0,0
2023-03-10,STORE_1,SKU_01,132,1,1.15,0
2023-03-11,STORE_1,SKU_01,85,1,1.05,0
2023-03-12,STORE_1,SKU_01,386,0,1.0,0
2023-03-13,STORE_1,SKU_01,12,0,1.0,0
2023-03-14,STORE_1,SKU_01,12,1,1.0,0
2023-03-15,STORE_1,SKU_01,29,0,1.0,0
2023-03-16,STORE_1,SKU_01,53,0,1.0,0
2023-03-17,STORE_1,SKU_01,107,0,1.0,0
2023-03-18,STORE_1,SKU_01,54,1,1.15,0
2023-03-19,STORE_1,SKU_01,233,0,1.0,0
2023-03-20,STORE_1,SKU_01,18,1,1.0,0
2023-03-21,STORE_1,SKU_01,38,1,1.2,0
2023-03-22,STORE_1,SKU_01,262,1,1.0,0
2023-03-23,STORE_1,SKU_01,22,1,1.2,0
2023-03-24,STORE_1,SKU_01,239,0,1.0,0
2023-03-25,STORE_1,SKU_01,382,1,1.2,0
2023-03-26,STORE_1,SKU_01,289,0,1.0,0
2023-03-27,STORE_1,SKU_01,90,0,1.0,0
2023-03-28,STORE_1,SKU_01,339,1,1.15,0
2023-03-29,STORE_1,SKU_01,159,1,1.0,0
2023-03-30,STORE_1,SKU_01,35,1,1.1,0
2023-03-31,STORE_1,SKU_01,171,0,1.0,0
2023-04-01,STORE_1,SKU_01,308,1,1.15,0
2023-04-02,STORE_1,SKU_01,337,0,1.0,0
2023-04-03,STORE_1,SKU_01,231,1,1.05,0
2023-04-04,STORE_1,SKU_01,91,1,1.2,0
2023-04-05,STORE_1,SKU_01,117,1,1.1,0
2023-04-06,STORE_1,SKU_01,270,1,1.0,0
2023-04-07,STORE_1,SKU_01,41,0,1.0,0
2023-04-08,STORE_1,SKU_01,6,1,1.2,0
2023-04-09,STORE_1,SKU_01,33,0,1.0,0
2023-04-10,STORE_1,SKU_01,28,0,1.0,0
2023-04-11,STORE_1,SKU_01,61,0,1.0,0
2023-04-12,STORE_1,SKU_01,233,0,1.0,0
2023-04-13,STORE_1,SKU_01,15,1,1.05,0
2023-04-14,STORE_1,SKU_01,379,0,1.0,0
2023-04-15,STORE_1,SKU_01,109,0,1.0,0
2023-04-16,STORE_1,SKU_01,108,0,1.0,0
2023-04-17,STORE_1,SKU_01,82,1,1.0,0
2023-04-18,STORE_1,SKU_01,58,1,1.15,0
2023-04-19,STORE_1,SKU_01,18,1,1.05,0
2023-04-20,STORE_1,SKU_01,72,0,1.0,0
2023-04-21,STORE_1,SKU_01,153,0,1.0,0
2023-04-22,STORE_1,SKU_01,114,0,1.0,0
2023-04-23,STORE_1,SKU_01,62,0,1.0,0
2023-04-24,STORE_1,SKU_01,37,0,1.0,0
2023-04-25,STORE_1,SKU_01,165,1,1.1,0
